0.998 -0.000998 0.002 0.000798 0 0.0002
0.996774 -0.00148526 0.00298013 0.00118725 0.000245732 0.000298013
0.994951 -0.0022076 0.00443761 0.00176384 0.000611767 0.000443761
0.992242 -0.00327504 0.00660129 0.00261491 0.00115655 0.000660129
0.988228 -0.00484499 0.0098054 0.00386445 0.00196635 0.00098054
0.982299 -0.00713778 0.0145328 0.0056845 0.00316791 0.00145328
0.973584 -0.0104513 0.0214697 0.00830431 0.00494591 0.00214697
0.960866 -0.015166 0.0315673 0.0120092 0.00756638 0.00315673
0.9425 -0.0217217 0.0460938 0.0171123 0.0114061 0.00460938
0.916378 -0.0305323 0.066637 0.0238686 0.0169849 0.0066637
0.880022 -0.0417943 0.0949846 0.0322958 0.0249935 0.00949846
0.830932 -0.0551614 0.13277 0.0418844 0.0362979 0.013277
0.767318 -0.0693613 0.180789 0.0512824 0.051893 0.0180789
0.689186 -0.0820276 0.238042 0.0582234 0.0727721 0.0238042
0.59938 -0.0901821 0.300918 0.0600903 0.0997018 0.0300918
0.50378 -0.0915031 0.363266 0.0551765 0.132954 0.0363266
0.410014 -0.0856669 0.417873 0.0438796 0.172113 0.0417873
0.325086 -0.074579 0.458826 0.0286964 0.216088 0.0458826
0.253361 -0.0612246 0.483299 0.0128947 0.26334 0.0483299
0.196036 -0.0481998 0.491744 -0.000974637 0.31222 0.0491744
0.151947 -0.0369844 0.486807 -0.0116963 0.361245 0.0486807
0.118807 -0.0280351 0.471943 -0.0191592 0.409249 0.0471943
0.0941492 -0.0212044 0.450442 -0.0238398 0.455409 0.0450442
0.0758156 -0.0161102 0.424984 -0.0263882 0.499201 0.0424984
0.0621059 -0.0123454 0.39756 -0.0274106 0.540334 0.039756
0.0517526 -0.00956282 0.369559 -0.0273931 0.578688 0.0369559
0.0438381 -0.00749432 0.341909 -0.0266966 0.614253 0.0341909
0.0377069 -0.00594253 0.315196 -0.0255771 0.647097 0.0315196
0.0328922 -0.00476569 0.289776 -0.0242119 0.677332 0.0289776
0.0290606 -0.00386275 0.265841 -0.0227214 0.705099 0.0265841
0.0259725 -0.00316185 0.243477 -0.0211858 0.73055 0.0243477
0.0234537 -0.00261158 0.222701 -0.0196585 0.753845 0.0222701
0.0213765 -0.00217487 0.203482 -0.0181733 0.775141 0.0203482
0.0196464 -0.00182479 0.185763 -0.0167515 0.794591 0.0185763
0.018192 -0.00154148 0.169468 -0.0154053 0.81234 0.0169468
0.0169593 -0.00131021 0.154512 -0.014141 0.828528 0.0154512
0.0159068 -0.00111991 0.140809 -0.012961 0.843284 0.0140809
0.0150022 -0.000962159 0.128269 -0.0118647 0.856728 0.0128269
0.0142201 -0.000830497 0.116806 -0.0108501 0.868973 0.0116806
0.0135404 -0.000719923 0.106337 -0.00991378 0.880123 0.0106337
0.0129468 -0.000626509 0.096782 -0.00905169 0.890271 0.0096782
0.0124264 -0.000547177 0.0880668 -0.0082595 0.899507 0.00880668
