0 0.99 0.01
0.1 0.989495 0.0104029
0.2 0.98897 0.0108217
0.3 0.988424 0.011257
0.4 0.987857 0.0117096
0.5 0.987267 0.01218
0.6 0.986654 0.0126689
0.7 0.986017 0.0131771
0.8 0.985354 0.0137052
0.9 0.984666 0.0142539
1 0.98395 0.0148242
1.1 0.983206 0.0154167
1.2 0.982434 0.0160323
1.3 0.981631 0.0166718
1.4 0.980796 0.0173361
1.5 0.979929 0.0180261
1.6 0.979029 0.0187428
1.7 0.978094 0.019487
1.8 0.977122 0.0202599
1.9 0.976113 0.0210624
2 0.975065 0.0218956
2.1 0.973977 0.0227605
2.2 0.972847 0.0236583
2.3 0.971674 0.0245902
2.4 0.970456 0.0255572
2.5 0.969192 0.0265606
2.6 0.96788 0.0276016
2.7 0.966519 0.0286816
2.8 0.965106 0.0298017
2.9 0.963641 0.0309634
3 0.962121 0.0321681
3.1 0.960544 0.033417
3.2 0.958909 0.0347116
3.3 0.957213 0.0360535
3.4 0.955455 0.037444
3.5 0.953633 0.0388847
3.6 0.951744 0.0403771
3.7 0.949787 0.0419229
3.8 0.947759 0.0435235
3.9 0.945659 0.0451806
4 0.943483 0.0468958
4.1 0.94123 0.0486708
4.2 0.938898 0.0505073
4.3 0.936484 0.0524069
4.4 0.933985 0.0543713
4.5 0.931401 0.0564023
4.6 0.928727 0.0585015
4.7 0.925962 0.0606707
4.8 0.923103 0.0629116
4.9 0.920148 0.0652258
5 0.917095 0.0676152
5.1 0.91394 0.0700812
5.2 0.910682 0.0726257
5.3 0.907319 0.0752502
5.4 0.903847 0.0779564
5.5 0.900264 0.0807458
5.6 0.896568 0.0836199
5.7 0.892757 0.0865802
5.8 0.888828 0.0896281
5.9 0.884779 0.0927649
6 0.880608 0.095992
6.1 0.876313 0.0993105
6.2 0.871892 0.102722
6.3 0.867343 0.106226
6.4 0.862664 0.109825
6.5 0.857853 0.113519
6.6 0.852909 0.117309
6.7 0.84783 0.121196
6.8 0.842615 0.125179
6.9 0.837262 0.129259
7 0.831772 0.133437
7.1 0.826142 0.137711
7.2 0.820372 0.142082
7.3 0.814461 0.146549
7.4 0.80841 0.151112
7.5 0.802219 0.15577
7.6 0.795886 0.160521
7.7 0.789413 0.165364
7.8 0.782801 0.170298
7.9 0.77605 0.175321
8 0.769161 0.180432
8.1 0.762136 0.185626
8.2 0.754976 0.190903
8.3 0.747684 0.19626
8.4 0.740262 0.201693
8.5 0.732711 0.207198
8.6 0.725036 0.212774
8.7 0.717239 0.218416
8.8 0.709323 0.224119
8.9 0.701292 0.22988
9 0.69315 0.235694
9.1 0.684901 0.241556
9.2 0.67655 0.247462
9.3 0.668102 0.253406
9.4 0.659561 0.259383
9.5 0.650933 0.265387
9.6 0.642224 0.271413
9.7 0.633438 0.277454
9.8 0.624582 0.283505
9.9 0.615662 0.28956
10 0.606685 0.295611
10.1 0.597657 0.301653
10.2 0.588583 0.30768
10.3 0.579472 0.313684
10.4 0.57033 0.31966
10.5 0.561163 0.3256
10.6 0.551979 0.331499
10.7 0.542784 0.337349
10.8 0.533586 0.343145
10.9 0.524392 0.348879
11 0.515207 0.354546
11.1 0.50604 0.36014
11.2 0.496897 0.365654
11.3 0.487785 0.371083
11.4 0.478709 0.37642
11.5 0.469677 0.381662
11.6 0.460695 0.386801
11.7 0.451769 0.391834
11.8 0.442905 0.396755
11.9 0.434108 0.40156
12 0.425385 0.406245
12.1 0.416739 0.410805
12.2 0.408177 0.415237
12.3 0.399703 0.419537
12.4 0.391321 0.423703
12.5 0.383036 0.42773
12.6 0.374852 0.431618
12.7 0.366772 0.435362
12.8 0.3588 0.438962
12.9 0.35094 0.442416
13 0.343193 0.445722
13.1 0.335562 0.448879
13.2 0.328051 0.451887
13.3 0.320661 0.454744
13.4 0.313393 0.45745
13.5 0.30625 0.460006
13.6 0.299233 0.462411
13.7 0.292342 0.464666
13.8 0.285579 0.466772
13.9 0.278944 0.468729
14 0.272438 0.470539
14.1 0.266061 0.472202
14.2 0.259812 0.473721
14.3 0.253692 0.475097
14.4 0.247701 0.476331
14.5 0.241837 0.477426
14.6 0.2361 0.478384
14.7 0.23049 0.479206
14.8 0.225004 0.479896
14.9 0.219643 0.480455
15 0.214404 0.480887
15.1 0.209287 0.481194
15.2 0.20429 0.481378
15.3 0.199412 0.481442
15.4 0.194651 0.481389
15.5 0.190004 0.481222
15.6 0.185471 0.480944
15.7 0.18105 0.480558
15.8 0.176739 0.480066
15.9 0.172535 0.479472
16 0.168437 0.478778
16.1 0.164443 0.477988
16.2 0.160551 0.477105
16.3 0.156759 0.476131
16.4 0.153065 0.475069
16.5 0.149467 0.473922
16.6 0.145962 0.472694
16.7 0.142549 0.471386
16.8 0.139226 0.470002
16.9 0.13599 0.468545
17 0.13284 0.467018
17.1 0.129773 0.465422
17.2 0.126788 0.463761
17.3 0.123883 0.462037
17.4 0.121055 0.460254
17.5 0.118303 0.458412
17.6 0.115625 0.456516
17.7 0.113018 0.454567
17.8 0.110482 0.452568
17.9 0.108014 0.45052
18 0.105612 0.448427
18.1 0.103275 0.44629
18.2 0.101001 0.444112
18.3 0.0987887 0.441895
18.4 0.0966356 0.43964
18.5 0.0945406 0.43735
18.6 0.092502 0.435027
18.7 0.0905182 0.432672
18.8 0.0885879 0.430288
18.9 0.0867094 0.427875
19 0.0848813 0.425437
19.1 0.0831022 0.422974
19.2 0.0813708 0.420488
19.3 0.0796856 0.417981
19.4 0.0780455 0.415454
19.5 0.076449 0.412908
19.6 0.0748951 0.410346
19.7 0.0733823 0.407768
19.8 0.0719097 0.405176
19.9 0.070476 0.402571
20 0.0690801 0.399954
20.1 0.067721 0.397327
20.2 0.0663975 0.39469
20.3 0.0651087 0.392046
20.4 0.0638535 0.389393
20.5 0.0626311 0.386735
20.6 0.0614403 0.384072
20.7 0.0602805 0.381404
20.8 0.0591506 0.378734
20.9 0.0580497 0.376061
21 0.0569771 0.373386
21.1 0.055932 0.370711
21.2 0.0549135 0.368035
21.3 0.0539209 0.365361
21.4 0.0529535 0.362688
21.5 0.0520104 0.360018
21.6 0.0510912 0.35735
21.7 0.0501949 0.354686
21.8 0.049321 0.352026
21.9 0.0484689 0.349372
22 0.047638 0.346722
22.1 0.0468275 0.344079
22.2 0.0460371 0.341441
22.3 0.045266 0.338811
22.4 0.0445137 0.336189
22.5 0.0437798 0.333574
22.6 0.0430636 0.330967
22.7 0.0423648 0.328369
22.8 0.0416827 0.325781
22.9 0.041017 0.323201
23 0.0403672 0.320632
23.1 0.0397328 0.318073
23.2 0.0391134 0.315524
23.3 0.0385087 0.312987
23.4 0.0379181 0.31046
23.5 0.0373413 0.307945
23.6 0.036778 0.305441
23.7 0.0362277 0.302949
23.8 0.0356902 0.30047
23.9 0.0351649 0.298003
24 0.0346518 0.295548
24.1 0.0341503 0.293106
24.2 0.0336601 0.290678
24.3 0.0331811 0.288262
24.4 0.0327128 0.28586
24.5 0.0322551 0.283471
24.6 0.0318075 0.281095
24.7 0.0313699 0.278734
24.8 0.030942 0.276386
24.9 0.0305235 0.274053
25 0.0301141 0.271733
25.1 0.0297137 0.269428
25.2 0.029322 0.267137
25.3 0.0289388 0.26486
25.4 0.0285638 0.262598
25.5 0.0281969 0.26035
25.6 0.0278378 0.258117
25.7 0.0274863 0.255898
25.8 0.0271423 0.253694
25.9 0.0268055 0.251505
26 0.0264758 0.24933
26.1 0.026153 0.247171
26.2 0.0258369 0.245026
26.3 0.0255273 0.242896
26.4 0.0252241 0.240781
26.5 0.0249272 0.23868
26.6 0.0246363 0.236595
26.7 0.0243513 0.234524
26.8 0.0240721 0.232468
26.9 0.0237985 0.230428
27 0.0235304 0.228401
27.1 0.0232677 0.22639
27.2 0.0230102 0.224394
27.3 0.0227578 0.222412
27.4 0.0225104 0.220445
27.5 0.0222678 0.218493
27.6 0.02203 0.216556
27.7 0.0217969 0.214633
27.8 0.0215682 0.212725
27.9 0.021344 0.210831
28 0.021124 0.208952
28.1 0.0209083 0.207088
28.2 0.0206967 0.205238
28.3 0.0204891 0.203402
28.4 0.0202854 0.201581
28.5 0.0200856 0.199774
28.6 0.0198895 0.197982
28.7 0.019697 0.196203
28.8 0.0195081 0.194439
28.9 0.0193228 0.192689
29 0.0191408 0.190952
29.1 0.0189622 0.18923
29.2 0.0187868 0.187522
29.3 0.0186146 0.185827
29.4 0.0184456 0.184146
29.5 0.0182796 0.182479
29.6 0.0181166 0.180826
29.7 0.0179565 0.179186
29.8 0.0177992 0.177559
29.9 0.0176447 0.175946
30 0.017493 0.174347
30.1 0.0173439 0.17276
30.2 0.0171975 0.171187
30.3 0.0170536 0.169627
30.4 0.0169122 0.16808
30.5 0.0167732 0.166545
30.6 0.0166367 0.165024
30.7 0.0165025 0.163516
30.8 0.0163706 0.16202
30.9 0.0162409 0.160537
31 0.0161134 0.159066
31.1 0.0159881 0.157608
31.2 0.0158649 0.156162
31.3 0.0157438 0.154729
31.4 0.0156247 0.153308
31.5 0.0155076 0.151899
31.6 0.0153924 0.150502
31.7 0.0152791 0.149118
31.8 0.0151677 0.147745
31.9 0.0150581 0.146384
32 0.0149503 0.145034
32.1 0.0148442 0.143697
32.2 0.0147399 0.142371
32.3 0.0146373 0.141056
32.4 0.0145363 0.139753
32.5 0.0144369 0.138462
32.6 0.0143391 0.137181
32.7 0.0142429 0.135912
32.8 0.0141482 0.134654
32.9 0.014055 0.133407
33 0.0139632 0.132171
33.1 0.0138729 0.130945
33.2 0.013784 0.129731
33.3 0.0136965 0.128527
33.4 0.0136104 0.127334
33.5 0.0135256 0.126151
33.6 0.0134421 0.124979
33.7 0.0133598 0.123817
33.8 0.0132788 0.122666
33.9 0.0131991 0.121525
34 0.0131206 0.120394
34.1 0.0130432 0.119273
34.2 0.0129671 0.118162
34.3 0.0128921 0.117061
34.4 0.0128182 0.115969
34.5 0.0127454 0.114888
34.6 0.0126737 0.113816
34.7 0.012603 0.112754
34.8 0.0125334 0.111701
34.9 0.0124648 0.110658
35 0.0123973 0.109624
35.1 0.0123307 0.1086
35.2 0.0122651 0.107584
35.3 0.0122004 0.106578
35.4 0.0121367 0.105581
35.5 0.0120739 0.104593
35.6 0.012012 0.103614
35.7 0.011951 0.102644
35.8 0.0118909 0.101682
35.9 0.0118316 0.100729
36 0.0117732 0.0997852
36.1 0.0117156 0.0988497
36.2 0.0116589 0.0979226
36.3 0.0116029 0.0970039
36.4 0.0115477 0.0960936
36.5 0.0114933 0.0951916
36.6 0.0114396 0.0942979
36.7 0.0113867 0.0934122
36.8 0.0113345 0.0925347
36.9 0.0112831 0.0916651
37 0.0112324 0.0908035
37.1 0.0111823 0.0899498
37.2 0.011133 0.0891039
37.3 0.0110843 0.0882657
37.4 0.0110363 0.0874352
37.5 0.0109889 0.0866123
37.6 0.0109422 0.085797
37.7 0.0108962 0.0849892
