0.999999 -1.51898e-06 1.26582e-06 1.01265e-06 0 5.06328e-07
0.999998 -2.26592e-06 1.88827e-06 1.51061e-06 3.11223e-07 7.55308e-07
0.999996 -3.38013e-06 2.81679e-06 2.25342e-06 7.75485e-07 1.12672e-06
0.999994 -5.04224e-06 4.20189e-06 3.36148e-06 1.46804e-06 1.68076e-06
0.999991 -7.52162e-06 6.26807e-06 5.01439e-06 2.50114e-06 2.50723e-06
0.999987 -1.12201e-05 9.35024e-06 7.48005e-06 4.04225e-06 3.7401e-06
0.99998 -1.67371e-05 1.39479e-05 1.1158e-05 6.34115e-06 5.57916e-06
0.999969 -2.49668e-05 2.08063e-05 1.66443e-05 9.77046e-06 8.32252e-06
0.999954 -3.72426e-05 3.10369e-05 2.48278e-05 1.4886e-05 1.24148e-05
0.999931 -5.55529e-05 4.62973e-05 3.7034e-05 2.25168e-05 1.85189e-05
0.999897 -8.28636e-05 6.90601e-05 5.52395e-05 3.38995e-05 2.7624e-05
0.999846 -0.000123595 0.000103012 8.23906e-05 5.08785e-05 4.12048e-05
0.99977 -0.000184339 0.000153651 0.000122878 7.62045e-05 6.14604e-05
0.999657 -0.000274911 0.000229171 0.000183242 0.000113979 9.16684e-05
0.999488 -0.000409932 0.000341785 0.000273218 0.000170319 0.000136714
0.999236 -0.000611148 0.000509679 0.000407276 0.000254338 0.000203872
0.99886 -0.000910864 0.00075992 0.000606896 0.000379619 0.000303968
0.998301 -0.00135698 0.00113274 0.000903883 0.000566389 0.000453096
0.997467 -0.00202029 0.00168785 0.00134515 0.000844737 0.00067514
0.996227 -0.00300494 0.0025136 0.0019995 0.00125938 0.00100544
0.994383 -0.0044631 0.00374026 0.002967 0.00187662 0.0014961
0.991647 -0.00661479 0.00555876 0.00439129 0.00279453 0.0022235
0.987596 -0.00977301 0.00824646 0.00647442 0.0041575 0.00329858
0.981622 -0.0143721 0.012201 0.00949172 0.00617678 0.0048804
0.972861 -0.0209913 0.0179807 0.013799 0.00915853 0.00719228
0.960114 -0.0303539 0.0263457 0.0198156 0.0135402 0.0105383
0.941786 -0.0432619 0.03828 0.0279499 0.0199335 0.015312
0.915877 -0.0603995 0.054956 0.0384171 0.0291675 0.0219824
0.880114 -0.0819282 0.0775735 0.0508988 0.0423127 0.0310294
0.832357 -0.106865 0.10699 0.0640687 0.0606538 0.042796
0.771336 -0.132455 0.143101 0.0752143 0.085563 0.0572404
0.697642 -0.154142 0.184123 0.0804931 0.118235 0.0736492
0.614478 -0.166809 0.226221 0.076321 0.159301 0.0904884
0.527484 -0.167145 0.26406 0.0615209 0.208456 0.105624
0.443284 -0.155545 0.292411 0.0385809 0.264305 0.116964
0.367456 -0.135798 0.307969 0.0126105 0.324574 0.123188
0.303146 -0.112859 0.310245 -0.0112386 0.386609 0.124098
0.250973 -0.0906864 0.301116 -0.02976 0.447911 0.120446
0.209846 -0.0714294 0.283658 -0.0420338 0.506497 0.113463
0.177916 -0.0557355 0.261057 -0.0486873 0.561026 0.104423
0.153258 -0.0434012 0.235992 -0.0509956 0.610751 0.0943968
0.134185 -0.0338837 0.210429 -0.0502879 0.655386 0.0841716
0.11935 -0.0265927 0.185677 -0.0476781 0.694973 0.0742708
0.107722 -0.021008 0.162517 -0.0439988 0.72976 0.0650068
0.0985319 -0.0167138 0.141357 -0.039829 0.760111 0.0565428
0.0912059 -0.0133907 0.122349 -0.0355489 0.786445 0.0489396
0.0853194 -0.0108002 0.105488 -0.031395 0.809193 0.0421952
0.0805552 -0.00876466 0.0906693 -0.0275031 0.828776 0.0362677
0.0766741 -0.00715276 0.0777398 -0.0239432 0.845586 0.0310959
0.0734944 -0.00586667 0.0665206 -0.0207416 0.859985 0.0266082
0.0708764 -0.0048333 0.0568278 -0.0178978 0.872296 0.0227311
0.0687117 -0.00399759 0.0484826 -0.0153955 0.882806 0.019393
0.0669151 -0.00331773 0.0413176 -0.0132093 0.891767 0.016527
0.0654194 -0.00276171 0.0351796 -0.0113101 0.899401 0.0140718
0.0641708 -0.00230484 0.029931 -0.00966756 0.905898 0.0119724
0.0631261 -0.00192783 0.0254495 -0.00825197 0.911424 0.0101798
0.0622503 -0.0016156 0.0216277 -0.00703548 0.916122 0.00865108
0.0615149 -0.00135617 0.0183719 -0.00599259 0.920113 0.00734876
0.0608966 -0.00114002 0.0156005 -0.00510018 0.923503 0.0062402
0.060376 -0.000959478 0.0132431 -0.00433776 0.926381 0.00529724
0.0599372 -0.000808368 0.0112391 -0.00368727 0.928824 0.00449564
0.0595672 -0.000681657 0.00953625 -0.00313284 0.930897 0.0038145
0.0592548 -0.00057524 0.00808992 -0.00266073 0.932655 0.00323597
0.058991 -0.000485749 0.00686191 -0.00225901 0.934147 0.00274476
0.0587681 -0.000410404 0.00581954 -0.00191741 0.935412 0.00232782
0.0585797 -0.000346908 0.00493498 -0.00162708 0.936485 0.00197399
0.0584203 -0.00029335 0.00418448 -0.00138044 0.937395 0.00167379
0.0582854 -0.000248145 0.00354784 -0.00117099 0.938167 0.00141914
0.0581713 -0.000209965 0.00300786 -0.000993179 0.938821 0.00120314
0.0580748 -0.000177703 0.00254992 -0.000842265 0.939375 0.00101997
0.057993 -0.000150429 0.0021616 -0.000714211 0.939845 0.00086464
0.0579238 -0.000127364 0.00183235 -0.000605576 0.940244 0.00073294
0.0578651 -0.000107851 0.00155319 -0.000513425 0.940582 0.000621276
0.0578155 -9.13383e-05 0.00131652 -0.00043527 0.940868 0.000526608
0.0577734 -7.73625e-05 0.00111589 -0.000368993 0.941111 0.000446356
0.0577378 -6.55312e-05 0.000945816 -0.000312795 0.941316 0.000378326
0.0577076 -5.55135e-05 0.000801649 -0.000265146 0.941491 0.00032066
0.057682 -4.70302e-05 0.000679446 -0.000224748 0.941639 0.000271778
0.0576604 -3.98455e-05 0.000575864 -0.0001905 0.941764 0.000230346
0.057642 -3.37599e-05 0.000488069 -0.000161468 0.94187 0.000195228
0.0576265 -2.8605e-05 0.000413655 -0.000136857 0.94196 0.000165462
0.0576133 -2.42379e-05 0.000350583 -0.000115995 0.942036 0.000140233
0.0576021 -2.05382e-05 0.000297127 -9.83126e-05 0.942101 0.000118851
0.0575927 -1.74036e-05 0.00025182 -8.33244e-05 0.942156 0.000100728
0.0575847 -1.47477e-05 0.000213421 -7.06207e-05 0.942202 8.53684e-05
0.0575779 -1.24974e-05 0.000180876 -5.9853e-05 0.942241 7.23504e-05
0.0575721 -1.05905e-05 0.000153294 -5.07271e-05 0.942275 6.13176e-05
0.0575672 -8.97475e-06 0.000129917 -4.29921e-05 0.942303 5.19668e-05
0.0575631 -7.60558e-06 0.000110105 -3.64364e-05 0.942327 4.4042e-05
0.0575596 -6.44536e-06 9.33143e-05 -3.08804e-05 0.942347 3.73257e-05
0.0575566 -5.46215e-06 7.90838e-05 -2.61714e-05 0.942364 3.16335e-05
0.0575541 -4.62897e-06 6.70234e-05 -2.21804e-05 0.942379 2.68094e-05
0.057552 -3.92289e-06 5.68021e-05 -1.8798e-05 0.942391 2.27208e-05
0.0575502 -3.32453e-06 4.81396e-05 -1.59313e-05 0.942402 1.92558e-05
0.0575486 -2.81745e-06 4.07981e-05 -1.35018e-05 0.942411 1.63192e-05
0.0575473 -2.38771e-06 3.45761e-05 -1.14427e-05 0.942418 1.38304e-05
0.0575462 -2.02354e-06 2.93031e-05 -9.6977e-06 0.942424 1.17212e-05
0.0575453 -1.71491e-06 2.48342e-05 -8.21877e-06 0.94243 9.93368e-06
0.0575445 -1.45335e-06 2.10468e-05 -6.96537e-06 0.942434 8.41872e-06
0.0575438 -1.23169e-06 1.7837e-05 -5.90311e-06 0.942438 7.1348e-06
0.0575433 -1.04384e-06 1.51167e-05 -5.00284e-06 0.942442 6.04668e-06
0.0575428 -8.84638e-07 1.28113e-05 -4.23988e-06 0.942444 5.12452e-06
0.0575424 -7.4972e-07 1.08575e-05 -3.59328e-06 0.942447 4.343e-06
0.057542 -6.35378e-07 9.20165e-06 -3.04528e-06 0.942449 3.68066e-06
0.0575417 -5.38474e-07 7.79832e-06 -2.58085e-06 0.94245 3.11933e-06
0.0575415 -4.56352e-07 6.60902e-06 -2.18726e-06 0.942452 2.64361e-06
0.0575413 -3.86753e-07 5.60109e-06 -1.85368e-06 0.942453 2.24044e-06
0.0575411 -3.27769e-07 4.74688e-06 -1.57098e-06 0.942454 1.89875e-06
0.0575409 -2.7778e-07 4.02294e-06 -1.3314e-06 0.942455 1.60918e-06
0.0575408 -2.35416e-07 3.40941e-06 -1.12835e-06 0.942456 1.36376e-06
0.0575407 -1.99512e-07 2.88944e-06 -9.56264e-07 0.942456 1.15578e-06
0.0575406 -1.69085e-07 2.44878e-06 -8.10427e-07 0.942457 9.79512e-07
0.0575405 -1.43298e-07 2.07532e-06 -6.8683e-07 0.942457 8.30128e-07
0.0575405 -1.21443e-07 1.75881e-06 -5.82081e-07 0.942458 7.03524e-07
0.0575404 -1.02922e-07 1.49058e-06 -4.9331e-07 0.942458 5.96232e-07
0.0575404 -8.72255e-08 1.26325e-06 -4.18075e-07 0.942458 5.053e-07
0.0575403 -7.39232e-08 1.0706e-06 -3.54317e-07 0.942459 4.2824e-07
0.0575403 -6.26491e-08 9.07322e-07 -3.0028e-07 0.942459 3.62929e-07
0.0575403 -5.30945e-08 7.68947e-07 -2.54484e-07 0.942459 3.07579e-07
0.0575402 -4.49971e-08 6.51676e-07 -2.15673e-07 0.942459 2.6067e-07
0.0575402 -3.81347e-08 5.5229e-07 -1.82781e-07 0.942459 2.20916e-07
0.0575402 -3.23188e-08 4.68061e-07 -1.54906e-07 0.942459 1.87224e-07
0.0575402 -2.73899e-08 3.96678e-07 -1.31281e-07 0.942459 1.58671e-07
