0.5 0.1 0.360157 0.442746 0.197097
0.5 0.15 0.73409 0.174281 0.0916285
0.5 0.2 0.930038 0.041026 0.0289365
0.5 0.25 0.98438 0.00775263 0.00786736
0.5 0.3 0.996552 0.00137667 0.00207164
0.5 0.35 0.9992 0.000240609 0.000559191
0.5 0.4 0.999796 4.18802e-05 0.000162539
0.5 0.45 0.999939 7.28142e-06 5.41571e-05
0.5 0.5 0.999977 1.26555e-06 2.21502e-05
0.5 0.55 0.999988 2.19937e-07 1.1504e-05
0.5 0.6 0.999993 3.82208e-08 7.36545e-06

0.65 0.1 0.0179708 0.355239 0.62679
0.65 0.15 0.0569449 0.29694 0.646115
0.65 0.2 0.155195 0.288614 0.556191
0.65 0.25 0.374627 0.256957 0.368416
0.65 0.3 0.701445 0.136743 0.161812
0.65 0.35 0.913183 0.0380569 0.0487606
0.65 0.4 0.979944 0.00759594 0.0124599
0.65 0.45 0.995532 0.00136887 0.00309868
0.65 0.5 0.998962 0.000240191 0.000798161
0.65 0.55 0.999735 4.18543e-05 0.000223426
0.65 0.6 0.999921 7.27948e-06 7.22014e-05

0.8 0.1 0.00593183 0.211781 0.782287
0.8 0.15 0.0128847 0.12826 0.858855
0.8 0.2 0.0305854 0.097044 0.872371
0.8 0.25 0.0644853 0.0915855 0.843929
0.8 0.3 0.122026 0.1043 0.773674
0.8 0.35 0.221194 0.131894 0.646913
0.8 0.4 0.40403 0.150923 0.445047
0.8 0.45 0.683925 0.104586 0.211489
0.8 0.5 0.898702 0.034754 0.0665444
0.8 0.55 0.97568 0.0074049 0.0169154
0.8 0.6 0.994524 0.00135912 0.0041169

0.95 0.1 0.00403553 0.149731 0.846233
0.95 0.15 0.00643918 0.0705258 0.923035
0.95 0.2 0.0133836 0.0396263 0.94699
0.95 0.25 0.0277314 0.0272439 0.945025
0.95 0.3 0.0513449 0.0230901 0.925565
0.95 0.35 0.0854178 0.023924 0.890658
0.95 0.4 0.13159 0.0296795 0.838731
0.95 0.45 0.194224 0.0425125 0.763263
0.95 0.5 0.286107 0.0654222 0.64847
0.95 0.55 0.439011 0.0909667 0.470022
0.95 0.6 0.677107 0.0788972 0.243996

1.1 0.1 0.00325841 0.117716 0.879026
1.1 0.15 0.0045111 0.0466926 0.948796
1.1 0.2 0.00805977 0.0211122 0.970828
1.1 0.25 0.0157385 0.0112239 0.973038
1.1 0.3 0.0291284 0.0071696 0.963702
1.1 0.35 0.0491522 0.00554837 0.945299
1.1 0.4 0.0762014 0.00518724 0.918611
1.1 0.45 0.11042 0.00579873 0.883782
1.1 0.5 0.152046 0.00763102 0.840323
1.1 0.55 0.20202 0.0115761 0.786404
1.1 0.6 0.263516 0.0196179 0.716866

1.25 0.1 0.00278942 0.0987467 0.898464
1.25 0.15 0.00365826 0.034743 0.961599
1.25 0.2 0.00590258 0.0134756 0.980622
1.25 0.25 0.010502 0.00591719 0.983581
1.25 0.3 0.0186711 0.00301969 0.978309
1.25 0.35 0.0313725 0.0018232 0.966804
1.25 0.4 0.0491662 0.00131242 0.949521
1.25 0.45 0.0722834 0.00112578 0.926591
1.25 0.5 0.100744 0.00114357 0.898112
1.25 0.55 0.134464 0.00136196 0.864174
1.25 0.6 0.173357 0.00187801 0.824765

1.4 0.1 0.00246344 0.0863894 0.911147
1.4 0.15 0.00315582 0.0278592 0.968985
1.4 0.2 0.00485128 0.00968631 0.985462
1.4 0.25 0.00795906 0.0037007 0.98834
1.4 0.3 0.0132622 0.00159142 0.985146
1.4 0.35 0.0215926 0.000787198 0.97762
1.4 0.4 0.0335822 0.000454518 0.965963
1.4 0.45 0.0496144 0.000308504 0.950077
1.4 0.5 0.0698654 0.000246352 0.929888
1.4 0.55 0.0943642 0.000230568 0.905405
1.4 0.6 0.123045 0.000251182 0.876704

1.55 0.1 0.00222131 0.0777828 0.919996
1.55 0.15 0.00280336 0.0234842 0.973712
1.55 0.2 0.00423272 0.00753663 0.988231
1.55 0.25 0.00660192 0.00260209 0.990796
1.55 0.3 0.0103341 0.000984782 0.988681
1.55 0.35 0.0160412 0.000417079 0.983542
1.55 0.4 0.0243081 0.000201259 0.975491
1.55 0.45 0.0355744 0.000112013 0.964314
1.55 0.5 0.0501245 7.23828e-05 0.949803
1.55 0.55 0.0681031 5.4396e-05 0.931842
1.55 0.6 0.0895542 4.74438e-05 0.910398

1.7 0.1 0.00203376 0.0714871 0.926479
1.7 0.15 0.00253311 0.0205005 0.976966
1.7 0.2 0.00380401 0.00619164 0.990004
1.7 0.25 0.00578553 0.00198365 0.992231
1.7 0.3 0.00865875 0.000682983 0.990658
1.7 0.35 0.0128147 0.000257029 0.986928
1.7 0.4 0.0187192 0.000107604 0.981173
1.7 0.45 0.0267945 5.08746e-05 0.973155
1.7 0.5 0.0373593 2.74461e-05 0.962613
1.7 0.55 0.0506392 1.70037e-05 0.949344
1.7 0.6 0.0667565 1.21244e-05 0.933231

1.85 0.1 0.00188408 0.0667135 0.931402
1.85 0.15 0.00231615 0.0183568 0.979327
1.85 0.2 0.00347299 0.00528653 0.99124
1.85 0.25 0.0052264 0.00160045 0.993173
1.85 0.3 0.00761836 0.000513627 0.991868
1.85 0.35 0.010867 0.000176876 0.988956
1.85 0.4 0.0153001 6.63508e-05 0.984634
1.85 0.45 0.0212716 2.7533e-05 0.978701
1.85 0.5 0.0290837 1.27919e-05 0.970904
1.85 0.55 0.0389877 6.71611e-06 0.961006
1.85 0.6 0.0511712 4.01087e-06 0.948825

2 0.1 0.00176169 0.0629824 0.935256
2 0.15 0.002137 0.0167501 0.981113
2 0.2 0.00320192 0.00464364 0.992154
2 0.25 0.00480017 0.00134539 0.993854
2 0.3 0.00690362 0.000409317 0.992687
2 0.35 0.00961782 0.000131855 0.99025
2 0.4 0.0131516 4.55183e-05 0.986803
2 0.45 0.017762 1.70622e-05 0.982221
2 0.5 0.0237003 7.0256e-06 0.976293
2 0.55 0.0312146 3.21333e-06 0.968782
2 0.6 0.0405202 1.64832e-06 0.959478

