0.5 0.1 0.999714 0.000229204 5.69936e-05
0.5 0.15 0.99983 0.000119711 5.07679e-05
0.5 0.2 0.999897 6.25124e-05 4.08344e-05
0.5 0.25 0.999936 3.26396e-05 3.13757e-05
0.5 0.3 0.999959 1.70408e-05 2.36637e-05
0.5 0.35 0.999973 8.89645e-06 1.78056e-05
0.5 0.4 0.999982 4.64444e-06 1.35151e-05
0.5 0.45 0.999987 2.42464e-06 1.043e-05
0.5 0.5 0.999991 1.26578e-06 8.22774e-06
0.5 0.55 0.999993 6.60798e-07 6.65499e-06
0.5 0.6 0.999994 3.44968e-07 5.52503e-06

0.65 0.1 0.998104 0.00160416 0.000291715
0.65 0.15 0.998909 0.000839038 0.000251487
0.65 0.2 0.999367 0.00043858 0.000194441
0.65 0.25 0.999628 0.000229153 0.000142468
0.65 0.3 0.999779 0.000119693 0.000101528
0.65 0.35 0.999866 6.2506e-05 7.14566e-05
0.65 0.4 0.999917 3.26372e-05 5.01994e-05
0.65 0.45 0.999947 1.70399e-05 3.54946e-05
0.65 0.5 0.999966 8.89609e-06 2.54361e-05
0.65 0.55 0.999977 4.6443e-06 1.8583e-05
0.65 0.6 0.999984 2.42458e-06 1.39066e-05

0.8 0.1 0.987319 0.0110875 0.00159333
0.8 0.15 0.992818 0.00583123 0.0013504
0.8 0.2 0.995919 0.00305939 0.00102175
0.8 0.25 0.997669 0.00160253 0.00072892
0.8 0.3 0.998659 0.000838494 0.000502813
0.8 0.35 0.999221 0.000438395 0.000340201
0.8 0.4 0.999543 0.000229089 0.000227918
0.8 0.45 0.999728 0.000119671 0.000152279
0.8 0.5 0.999835 6.24978e-05 0.000102074
0.8 0.55 0.999898 3.26342e-05 6.90212e-05
0.8 0.6 0.999936 1.70388e-05 4.73247e-05

0.95 0.1 0.918962 0.0722138 0.00882408
0.95 0.15 0.953486 0.0390259 0.0074878
0.95 0.2 0.973537 0.02083 0.00563291
0.95 0.25 0.984996 0.0110312 0.0039733
0.95 0.3 0.99149 0.00581294 0.00269661
0.95 0.35 0.99516 0.00305341 0.00178633
0.95 0.4 0.997234 0.00160056 0.00116556
0.95 0.45 0.998408 0.000837835 0.000753926
0.95 0.5 0.999076 0.000438172 0.000485878
0.95 0.55 0.999458 0.000229012 0.000313336
0.95 0.6 0.999677 0.000119644 0.000203016

1.1 0.1 0.606731 0.34991 0.0433597
1.1 0.15 0.745306 0.215702 0.0389924
1.1 0.2 0.844015 0.125632 0.0303524
1.1 0.25 0.90786 0.0703612 0.0217792
1.1 0.3 0.946733 0.0384091 0.0148583
1.1 0.35 0.969562 0.0206279 0.00981021
1.1 0.4 0.982696 0.0109654 0.00633849
1.1 0.45 0.990171 0.00579153 0.00403752
1.1 0.5 0.994405 0.0030464 0.00254899
1.1 0.55 0.9968 0.00159824 0.0016015
1.1 0.6 0.998158 0.000837063 0.00100477

1.25 0.1 0.150753 0.715584 0.133664
1.25 0.15 0.269591 0.587792 0.142616
1.25 0.2 0.423349 0.448483 0.128168
1.25 0.25 0.584859 0.312726 0.102414
1.25 0.3 0.724602 0.20025 0.0751476
1.25 0.35 0.828296 0.119819 0.051885
1.25 0.4 0.897344 0.068314 0.0343421
1.25 0.45 0.940195 0.0377167 0.0220881
1.25 0.5 0.965664 0.0203989 0.0139374
1.25 0.55 0.980424 0.0108904 0.00868587
1.25 0.6 0.988861 0.00576704 0.00537206

1.4 0.1 0.0248285 0.742094 0.233077
1.4 0.15 0.0494214 0.667025 0.283554
1.4 0.2 0.0930405 0.606796 0.300164
1.4 0.25 0.165505 0.546341 0.288154
1.4 0.3 0.27409 0.472202 0.253708
1.4 0.35 0.415135 0.379287 0.205578
1.4 0.4 0.568448 0.277377 0.154175
1.4 0.45 0.707075 0.18468 0.108246
1.4 0.5 0.814068 0.113711 0.0722207
1.4 0.55 0.88744 0.0661023 0.0464577
1.4 0.6 0.933889 0.0369553 0.0291553

1.55 0.1 0.0102066 0.681169 0.308624
1.55 0.15 0.0170433 0.590509 0.392448
1.55 0.2 0.0272772 0.529383 0.44334
1.55 0.25 0.0438721 0.489327 0.466801
1.55 0.3 0.0711266 0.462969 0.465905
1.55 0.35 0.115129 0.4423 0.442571
1.55 0.4 0.183577 0.41763 0.398793
1.55 0.45 0.282967 0.378641 0.338392
